
ict,farman,ali,9,,1
s,ahmed,a,6,,2
hysics,bilal,q,16,,3
bangedara,iqbal,eee,0,,1
,,,-858993460,,2
,,,-858993460,,3
,,,-858993460,,4
,,,-858993460,,5
,,,-858993460,,6
,,,-858993460,,7
,,,-858993460,,8
,,,-858993460,,9
,,,-858993460,,10
,,,-858993460,,11
,,,-858993460,,12
,,,-858993460,,13
,,,-858993460,,14
,,,-858993460,,15
,,,-858993460,,16
,,,-858993460,,17
,,,-858993460,,18
,,,-858993460,,19
,,,-858993460,,20
,,,-858993460,,21
,,,-858993460,,22
,,,-858993460,,23
,,,-858993460,,24
,,,-858993460,,25
,,,-858993460,,26
,,,-858993460,,27
,,,-858993460,,28
,,,-858993460,,29
,,,-858993460,,30
,,,-858993460,,31
,,,-858993460,,32
,,,-858993460,,33
,,,-858993460,,34
,,,-858993460,,35
,,,-858993460,,36
,,,-858993460,,37
,,,-858993460,,38
,,,-858993460,,39
,,,-858993460,,40
,,,-858993460,,41
,,,-858993460,,42
,,,-858993460,,43
,,,-858993460,,44
,,,-858993460,,45
,,,-858993460,,46
,,,-858993460,,47
,,,-858993460,,48
,,,-858993460,,49
,,,-858993460,,50
,,,-858993460,,51
,,,-858993460,,52
,,,-858993460,,53
,,,-858993460,,54
,,,-858993460,,55
,,,-858993460,,56
,,,-858993460,,57
,,,-858993460,,58
,,,-858993460,,59
,,,-858993460,,60
,,,-858993460,,61
,,,-858993460,,62
,,,-858993460,,63
,,,-858993460,,64
,,,-858993460,,65
,,,-858993460,,66
,,,-858993460,,67
,,,-858993460,,68
,,,-858993460,,69
,,,-858993460,,70
,,,-858993460,,71
,,,-858993460,,72
,,,-858993460,,73
,,,-858993460,,74
,,,-858993460,,75
,,,-858993460,,76
,,,-858993460,,77
,,,-858993460,,78
,,,-858993460,,79
,,,-858993460,,80
,,,-858993460,,81
,,,-858993460,,82
,,,-858993460,,83
,,,-858993460,,84
,,,-858993460,,85
,,,-858993460,,86
,,,-858993460,,87
,,,-858993460,,88
,,,-858993460,,89
,,,-858993460,,90
,,,-858993460,,91
,,,-858993460,,92
,,,-858993460,,93
,,,-858993460,,94
,,,-858993460,,95
,,,-858993460,,96
,,,-858993460,,97
,,,-858993460,,98
,,,-858993460,,99
,,,-858993460,,100
,,,-858993460,,101
,,,-858993460,,102
,,,-858993460,,103
,,,-858993460,,104
,,,-858993460,,105
,,,-858993460,,106
,,,-858993460,,107
,,,-858993460,,108
,,,-858993460,,109
,,,-858993460,,110
,,,-858993460,,111
,,,-858993460,,112
,,,-858993460,,113
,,,-858993460,,114
,,,-858993460,,115
,,,-858993460,,116
,,,-858993460,,117
,,,-858993460,,118
,,,-858993460,,119
,,,-858993460,,120
,,,-858993460,,121
,,,-858993460,,122
,,,-858993460,,123
,,,-858993460,,124
,,,-858993460,,125
,,,-858993460,,126
,,,-858993460,,127
,,,-858993460,,128
,,,-858993460,,129
,,,-858993460,,130
,,,-858993460,,131
,,,-858993460,,132
,,,-858993460,,133
